name,ra,dec,theta_arcmin,snr,redshift,mass_m500_1e14,mass_error_low,mass_error_high,distance_mpc,radius_mpc,radius_m,mass_kg,curvature_4d,curvature_ratio,phi5_amplitude,grav_modification
PSZ2 G266.83+25.08,155.9712893,-27.2457705,2.0802,10.89356,,,,,1000.0,0.605105651666434,1.8673560410426154e+22,2.432947046524803e+45,2.7744327920702944e-49,2.7744327920702946e-43,8.323298376210883e-44,2.7744327920702944e-49
PSZ2 G266.84-14.42,116.1931897,-54.1271081,3.539739,4.92989,,,,,1000.0,1.0296683368541926,3.1775564875320384e+22,7.40685351010884e+44,1.7142606705022577e-50,1.7142606705022579e-44,5.142782011506773e-45,1.7142606705022577e-50
PSZ2 G268.30+28.89,159.6215259,-24.8704434,3.683062,5.34674,,,,,1000.0,1.0713593075847898,3.3062148232066615e+22,8.365877685993854e+44,1.7188629476233308e-50,1.7188629476233308e-44,5.156588842869992e-45,1.7188629476233308e-50
PSZ2 G268.51-28.14,92.8241952,-59.5986242,3.361178,4.63619,,,,,1000.0,0.9777270474266327,3.0172656683585886e+22,6.754912857131211e+44,1.8260053361862438e-50,1.826005336186244e-44,5.4780160085587314e-45,1.8260053361862438e-50
PSZ2 G269.02+22.27,155.9566866,-30.7058123,3.778972,5.01869,,,,,1000.0,1.0992583956779192,3.3923114090620588e+22,7.60787673945997e+44,1.4471024339907698e-50,1.44710243399077e-44,4.3413073019723097e-45,1.4471024339907698e-50
PSZ2 G269.02+46.30,169.7936482,-10.3986763,2.83497,4.66698,,,,,1000.0,0.8246593449210607,2.5448987384263934e+22,6.822315844032155e+44,3.073570983507466e-50,3.073570983507466e-44,9.220712950522398e-45,3.0735709835074657e-50
PSZ2 G269.03+44.22,168.7246664,-12.2032312,3.709673,6.44437,,,,,1000.0,1.0791001337055934,3.3301030126154615e+22,1.1070025282495432e+45,2.2258636327440766e-50,2.2258636327440767e-44,6.67759089823223e-45,2.2258636327440766e-50
PSZ2 G269.31-49.87,52.1734985,-55.7361408,2.164975,9.14395,,,,,1000.0,0.6297656995560706,1.943456948830034e+22,1.87102105970995e+45,1.892678493134538e-49,1.8926784931345378e-43,5.678035479403613e-44,1.892678493134538e-49
PSZ2 G269.36-47.20,56.4314508,-56.9702503,6.077277,5.48195,,,,,1000.0,1.7678082200953904,5.455456167214375e+22,8.685213865469096e+44,3.972009240588037e-51,3.9720092405880374e-45,1.1916027721764111e-45,3.972009240588037e-51
PSZ2 G269.57+15.70,151.7926391,-36.317214,5.616481,5.05612,,,,,1000.0,1.6337680970950608,5.0418083476353575e+22,7.693145938342264e+44,4.457259480602994e-51,4.457259480602994e-45,1.3371778441808981e-45,4.457259480602994e-51
PSZ2 G269.82-64.35,33.205719,-47.2063689,5.419743,4.62899,,,,,1000.0,1.576539332698584,4.86520038070783e+22,6.739183405251859e+44,4.3453826388177825e-51,4.3453826388177827e-45,1.3036147916453347e-45,4.3453826388177825e-51
PSZ2 G270.45-14.50,118.8955665,-57.2640852,3.782869,4.56123,,,,,1000.0,1.1003919870270895,3.3958096719655983e+22,6.591752157658524e+44,1.2499533143423456e-50,1.2499533143423458e-44,3.749859943027037e-45,1.2499533143423456e-50
PSZ2 G270.63-35.67,77.4550615,-61.2916647,2.391426,7.72419,,,,,1000.0,0.6956376252966319,2.146737711665406e+22,1.4526377763067928e+45,1.090293247670336e-49,1.090293247670336e-43,3.270879743011008e-44,1.090293247670336e-49
PSZ2 G270.78+36.83,166.0474164,-19.2574123,2.27836,4.98782,,,,,1000.0,0.6627480590956335,2.045240510369125e+22,7.537790630865307e+44,6.542351245894546e-50,6.542351245894546e-44,1.962705373768364e-44,6.542351245894546e-50
PSZ2 G270.88+37.23,166.3311528,-18.9486102,5.204483,5.48861,,,,,1000.0,1.5139227369012007,4.6719655660771055e+22,8.701046121123715e+44,6.335713296220382e-51,6.335713296220382e-45,1.9007139888661147e-45,6.335713296220382e-51
PSZ2 G270.93-58.78,38.9467873,-51.372723,2.578743,8.57011,,,,,1000.0,0.7501259318792688,2.3148886257794235e+22,1.6976865434638036e+45,1.0162256406301039e-49,1.0162256406301038e-43,3.048676921890311e-44,1.0162256406301039e-49
PSZ2 G270.95-31.78,85.5829724,-61.8725763,4.9366,5.73271,,,,,1000.0,1.435998730899201,4.431492083554935e+22,9.287907274031002e+44,7.92484693602869e-51,7.92484693602869e-45,2.3774540808086068e-45,7.92484693602869e-51
PSZ2 G271.18-30.95,87.3460428,-62.0727221,1.160063,14.08465,,,,,1000.0,0.33744864800938296,1.0413665277569558e+22,3.5768193053513074e+45,2.3518472079654976e-48,2.3518472079654978e-42,7.055541623896493e-43,2.3518472079654976e-48
PSZ2 G271.28-36.11,76.4342719,-61.7580284,2.394691,5.52654,,,,,1000.0,0.6965873752979255,2.149668640169398e+22,8.79139692252075e+44,6.571526612331871e-50,6.571526612331871e-44,1.9714579836995612e-44,6.571526612331871e-50
PSZ2 G271.53+36.41,166.3278969,-19.9596959,5.428077,4.64304,,,,,1000.0,1.578963595029604,4.872681654261358e+22,6.769889025173856e+44,4.3451060330908503e-51,4.3451060330908506e-45,1.3035318099272552e-45,4.3451060330908503e-51
PSZ2 G271.53-56.57,41.3650919,-53.0356597,2.384741,9.40788,,,,,1000.0,0.6936930376217015,2.140736714100571e+22,1.952610254339549e+45,1.4779125563004575e-49,1.4779125563004575e-43,4.433737668901372e-44,1.4779125563004575e-49
PSZ2 G271.60-12.50,123.117853,-57.2440191,2.527269,8.68226,,,,,1000.0,0.7351527522264095,2.2686813933706997e+22,1.7311196758601713e+45,1.1008534563577643e-49,1.1008534563577642e-43,3.3025603690732924e-44,1.1008534563577643e-49
PSZ2 G272.08-29.06,91.504728,-62.8155177,2.347687,6.40548,,,,,1000.0,0.6829144659378019,2.1074740418840566e+22,1.0969969779510354e+45,8.702452756975767e-50,8.702452756975767e-44,2.61073582709273e-44,8.702452756975765e-50
PSZ2 G272.08-40.16,67.8091836,-61.4069601,1.668307,39.99466,,,,,1000.0,0.485290834734484,1.4976075159906176e+22,1.711515850772408e+46,3.783640260092733e-48,3.783640260092733e-42,1.1350920780278199e-42,3.783640260092733e-48
PSZ2 G272.11-11.50,125.1894986,-57.0879666,5.428365,6.02069,,,,,1000.0,1.5790473708336998,4.872940186392798e+22,9.996484833054748e+44,6.415005231527831e-51,6.415005231527831e-45,1.9245015694583492e-45,6.415005231527831e-51
PSZ2 G272.16+33.47,165.3066141,-22.7289454,3.812918,7.24736,,,,,1000.0,1.1091328868092858,3.422784088693456e+22,1.3202241230852594e+45,2.4447367210433903e-50,2.4447367210433904e-44,7.33421016313017e-45,2.4447367210433903e-50
PSZ2 G272.65+32.50,165.1710868,-23.7773077,4.959366,4.64608,,,,,1000.0,1.442621091857685,4.451928689472816e+22,6.776538924054685e+44,5.702775627158969e-51,5.70277562715897e-45,1.710832688147691e-45,5.702775627158969e-51
PSZ2 G272.85+48.79,173.3035866,-9.4594227,4.90151,5.34703,,,,,1000.0,1.425791463657121,4.399992456845875e+22,8.36655832618558e+44,7.293130630250358e-51,7.293130630250358e-45,2.1879391890751076e-45,7.293130630250358e-51
PSZ2 G272.88+19.14,157.4212321,-35.3258079,3.75755,8.05733,,,,,1000.0,1.0930269884718822,3.3730812864242284e+22,1.547621087462012e+45,2.994381716855824e-50,2.994381716855824e-44,8.983145150567472e-45,2.994381716855824e-50
PSZ2 G273.54-30.28,88.8517163,-64.1131275,2.362473,7.00537,,,,,1000.0,0.6872155389911332,2.120747153326637e+22,1.2546555994613466e+45,9.767440994365789e-50,9.767440994365789e-44,2.9302322983097367e-44,9.767440994365789e-50
PSZ2 G273.59+63.27,180.0835586,3.3493384,3.245104,12.53486,,,,,1000.0,0.9439624894939678,2.913068242578385e+22,3.0030125246355126e+45,9.020448113494583e-50,9.020448113494584e-44,2.706134434048375e-44,9.020448113494583e-50
PSZ2 G273.69-68.38,27.6650943,-45.2368208,7.074668,5.18995,,,,,1000.0,2.057937501424703,6.350795129396634e+22,8.00060211557022e+44,2.3193233957268654e-51,2.3193233957268656e-45,6.957970187180596e-46,2.3193233957268654e-51
PSZ2 G274.73-16.79,118.6369,-61.9541424,3.517728,4.74809,,,,,1000.0,1.0232655964932516,3.1577976307781743e+22,7.0009395140358e+44,1.6509213620624694e-50,1.6509213620624695e-44,4.952764086187408e-45,1.6509213620624694e-50
PSZ2 G274.73-32.20,84.3439783,-65.0547687,2.264632,4.75007,,,,,1000.0,0.6587547457670705,2.0329171454371794e+22,7.0053191609896946e+44,6.191442381899984e-50,6.191442381899984e-44,1.857432714569995e-44,6.191442381899984e-50
PSZ2 G275.24-40.42,65.539419,-63.5877232,1.655679,4.85358,,,,,1000.0,0.4816174984354532,1.4862716001718087e+22,7.235544192724393e+44,1.6364381957794573e-49,1.6364381957794575e-43,4.909314587338372e-44,1.6364381957794573e-49
PSZ2 G275.45-28.87,92.2659157,-65.7369158,5.270198,4.62778,,,,,1000.0,1.5330384555336685,4.730956673776901e+22,6.736541183401875e+44,4.724033863135331e-51,4.7240338631353314e-45,1.4172101589405994e-45,4.724033863135331e-51
PSZ2 G276.09-41.53,62.569196,-63.7463771,6.1499,4.71601,,,,,1000.0,1.7889333944733212,5.52064845534467e+22,6.93010776187307e+44,3.0583885161567383e-51,3.058388516156739e-45,9.175165548470216e-46,3.0583885161567383e-51
PSZ2 G276.46-21.52,110.1959251,-65.3049756,3.693983,6.17582,,,,,1000.0,1.074536097711628,3.3160183975380844e+22,1.0385319364075557e+45,2.1149105683761798e-50,2.1149105683761799e-44,6.34473170512854e-45,2.1149105683761798e-50
PSZ2 G276.75-59.82,34.3137977,-52.740969,4.203744,5.01973,,,,,1000.0,1.2228195618492752,3.7736211678668633e+22,7.61024167982189e+44,1.0515901174716239e-50,1.0515901174716239e-44,3.1547703524148714e-45,1.0515901174716237e-50
PSZ2 G277.76-51.74,43.5683519,-58.9534802,2.364206,13.97064,,,,,1000.0,0.6877196482567509,2.1223028345203333e+22,3.533477779065716e+45,2.7447528676319343e-49,2.7447528676319346e-43,8.234258602895803e-44,2.7447528676319343e-49
PSZ2 G277.93+12.34,158.0673575,-43.6660247,5.301757,5.09167,,,,,1000.0,1.54221859651095,4.759286588832792e+22,7.774425114268592e+44,5.355076234086822e-51,5.355076234086822e-45,1.6065228702260466e-45,5.355076234086822e-51
PSZ2 G278.32-18.77,117.9169586,-65.9039967,3.285081,5.1145,,,,,1000.0,0.9555913274117973,2.9489548363928068e+22,7.82677206553094e+44,2.266215823464191e-50,2.2662158234641913e-44,6.798647470392574e-45,2.266215823464191e-50
PSZ2 G278.33-41.53,60.9318838,-65.2420219,3.563867,7.34364,,,,,1000.0,1.0366868875528792,3.1992157349881854e+22,1.3466197508671343e+45,3.0537771685539523e-50,3.0537771685539527e-44,9.161331505661858e-45,3.0537771685539523e-50
PSZ2 G278.58+39.16,172.991185,-19.9027447,2.097426,11.40873,,,,,1000.0,0.6101164919489097,1.8828194941543354e+22,2.6075573272673134e+45,2.9008865995106483e-49,2.9008865995106483e-43,8.702659798531944e-44,2.900886599510648e-49
PSZ2 G278.79+08.54,156.2165784,-47.3442162,2.306287,5.56984,,,,,1000.0,0.6708716940990411,2.070310047989641e+22,8.894918874987445e+44,7.443184203662134e-50,7.443184203662134e-44,2.2329552610986403e-44,7.443184203662134e-50
PSZ2 G278.87+16.70,162.0488294,-40.3371878,3.768972,4.79349,,,,,1000.0,1.0963495135912622,3.383334598942635e+22,7.101590901105534e+44,1.3615818254530446e-50,1.3615818254530445e-44,4.084745476359133e-45,1.3615818254530446e-50
PSZ2 G278.92+31.06,169.7376107,-27.4578112,2.968922,5.17825,,,,,1000.0,0.8636244022482514,2.6651449053381042e+22,7.973563049011785e+44,3.1276121923899043e-50,3.1276121923899043e-44,9.382836577169712e-45,3.1276121923899043e-50
PSZ2 G279.51-44.85,53.2472317,-64.2313312,5.082538,5.08776,,,,,1000.0,1.4784503742954591,4.562497855075787e+22,7.765471617979335e+44,6.071314944806584e-51,6.071314944806584e-45,1.8213944834419752e-45,6.071314944806584e-51
PSZ2 G279.79+39.09,173.8581297,-20.3394706,2.948865,6.58924,,,,,1000.0,0.8577900574470431,2.647140117281575e+22,1.1445398046593544e+45,4.581662104466844e-50,4.581662104466844e-44,1.3744986313400532e-44,4.581662104466844e-50
PSZ2 G280.17+47.83,177.4469087,-12.2965703,1.439743,12.7185,,,,,1000.0,0.418804262209012,1.2924299531770111e+22,3.069246387605494e+45,1.0556833082230468e-48,1.0556833082230469e-42,3.1670499246691408e-43,1.0556833082230468e-48
PSZ2 G280.21+14.57,162.2178881,-42.8303477,5.896831,5.11199,,,,,1000.0,1.7153186063944956,5.293473219333414e+22,7.821011154177835e+44,3.9152877882563396e-51,3.9152877882563396e-45,1.1745863364769019e-45,3.9152877882563396e-51
PSZ2 G280.23-53.84,38.6821471,-58.4916978,5.367367,5.88068,,,,,1000.0,1.561303771881508,4.818183440026334e+22,9.649820466669695e+44,6.406077476992075e-51,6.406077476992075e-45,1.9218232430976225e-45,6.406077476992075e-51
PSZ2 G280.78-52.22,40.3064115,-59.9275694,6.333022,4.8231,,,,,1000.0,1.8422014250206054,5.6850335976135886e+22,7.167493563378568e+44,2.896617498852365e-51,2.8966174988523654e-45,8.689852496557095e-46,2.896617498852365e-51
PSZ2 G281.26-46.90,47.8364322,-63.9259525,2.247899,5.71204,,,,,1000.0,0.6538873133714668,2.0178962490643467e+22,9.23771952173028e+44,8.348168726155729e-50,8.348168726155729e-44,2.5044506178467185e-44,8.348168726155728e-50
PSZ2 G281.48-08.34,141.6716862,-62.3611716,2.22868,5.69628,,,,,1000.0,0.6482967328891204,2.0006437176958257e+22,9.199514434202893e+44,8.530580514937001e-50,8.530580514937001e-44,2.5591741544811003e-44,8.530580514937001e-50
PSZ2 G282.11+38.61,175.4872759,-21.4685751,6.216768,4.80602,,,,,1000.0,1.8083845072103806,5.580674589251235e+22,7.1294540211436375e+44,3.0459243975476707e-51,3.0459243975476706e-45,9.137773192643011e-46,3.0459243975476707e-51
PSZ2 G282.12+54.04,180.7349904,-6.8592686,2.33065,9.14448,,,,,1000.0,0.677958603526764,2.0921802504835936e+22,1.8711837337508468e+45,1.5171973806463615e-49,1.5171973806463615e-43,4.551592141939084e-44,1.5171973806463615e-49
PSZ2 G282.14+38.29,175.4051347,-21.7455734,3.494537,4.9022,,,,,1000.0,1.0165196080460845,3.136979510430217e+22,7.344537461418304e+44,1.766657451119088e-50,1.766657451119088e-44,5.299972353357264e-45,1.766657451119088e-50
PSZ2 G282.28+49.94,179.4814848,-10.7896129,1.954342,5.25456,,,,,1000.0,0.5684950435001836,1.7543757042415668e+22,8.150466093688756e+44,1.1208244015302583e-49,1.1208244015302583e-43,3.3624732045907747e-44,1.1208244015302583e-49
PSZ2 G282.32-40.15,60.2229076,-68.5513407,2.425651,4.56336,,,,,1000.0,0.7055932742382162,2.177460844299135e+22,6.5963700143932384e+44,4.744351872131634e-50,4.744351872131635e-44,1.4233055616394904e-44,4.744351872131634e-50
PSZ2 G282.67+20.83,168.5144048,-38.1742292,2.104251,9.05066,,,,,1000.0,0.6121018039730534,1.8889461670608428e+22,1.8424609306304853e+45,2.0298431910491077e-49,2.029843191049108e-43,6.089529573147323e-44,2.0298431910491077e-49
PSZ2 G282.96+14.23,165.2990154,-44.3202475,3.039505,4.61148,,,,,1000.0,0.8841561646805042,2.7285059242040358e+22,6.700981301044573e+44,2.4495519146702184e-50,2.449551914670219e-44,7.348655744010656e-45,2.4495519146702184e-50
PSZ2 G283.16-22.91,111.744727,-71.6337828,2.367359,7.69406,,,,,1000.0,0.6886368187786739,2.1251332227509877e+22,1.444146542931291e+45,1.1173152538474704e-49,1.1173152538474704e-43,3.351945761542411e-44,1.1173152538474704e-49
PSZ2 G283.26+77.37,188.4777623,15.1822564,4.220603,5.7502,,,,,1000.0,1.2277236461591705,3.7887551720472e+22,9.330444574121244e+44,1.2739009338021055e-50,1.2739009338021057e-44,3.821702801406317e-45,1.2739009338021055e-50
PSZ2 G283.91+73.87,187.5375839,11.781278,5.351952,7.41024,,,,,1000.0,1.556819730144926,4.804345687227242e+22,1.3649801093704882e+45,9.140006869784995e-51,9.140006869784995e-45,2.7420020609354984e-45,9.140006869784995e-51
PSZ2 G284.30-26.75,99.8761901,-73.402605,1.713642,4.73162,,,,,1000.0,0.49847825167434445,1.538303884667027e+22,6.96454421906479e+44,1.4206569985931554e-49,1.4206569985931556e-43,4.2619709957794663e-44,1.4206569985931554e-49
PSZ2 G284.41+52.45,181.5510488,-8.7888773,1.927539,13.27911,,,,,1000.0,0.5606983668433162,1.7303151600784739e+22,3.274397232704328e+45,4.693303844480791e-49,4.693303844480791e-43,1.4079911533442373e-43,4.693303844480791e-49
PSZ2 G284.59+70.84,186.8635144,8.8325637,5.132634,4.77845,,,,,1000.0,1.4930227099967774,4.6074680830500555e+22,7.068194324669404e+44,5.365922797363033e-51,5.3659227973630334e-45,1.60977683920891e-45,5.365922797363034e-51
PSZ2 G284.97-23.69,110.8394546,-73.4393437,2.337452,15.65867,,,,,1000.0,0.6799372251221082,2.098286276726826e+22,4.192858627333787e+45,3.370070171725589e-49,3.370070171725589e-43,1.0110210515176767e-43,3.370070171725589e-49
PSZ2 G285.18+16.11,169.0489877,-43.4422866,5.25747,5.15866,,,,,1000.0,1.529336030413771,4.719530989856898e+22,7.92835831568029e+44,5.600279318917167e-51,5.6002793189171674e-45,1.6800837956751503e-45,5.600279318917167e-51
PSZ2 G285.28-47.35,42.5336077,-65.4924191,2.299932,4.9061,,,,,1000.0,0.6690230995329705,2.064605285158747e+22,7.353303747666576e+44,6.204322253674795e-50,6.204322253674796e-44,1.8612966761024386e-44,6.204322253674795e-50
PSZ2 G285.52-62.23,26.263895,-53.0227488,3.052881,9.25063,,,,,1000.0,0.8880470853596169,2.7405133054197778e+22,1.90385942348387e+45,6.868502780480861e-50,6.868502780480861e-44,2.0605508341442584e-44,6.868502780480861e-50
PSZ2 G285.63-17.23,130.9449113,-71.2103217,2.365077,9.00035,,,,,1000.0,0.6879730118864987,2.123084714681735e+22,1.827119738702327e+45,1.4177118971804032e-49,1.4177118971804032e-43,4.2531356915412094e-44,1.4177118971804032e-49
PSZ2 G285.63+72.75,187.7146608,10.575836,2.31261,10.88553,,,,,1000.0,0.6727109802424343,2.0759860850281524e+22,2.4302574348532292e+45,2.0169814830117128e-49,2.016981483011713e-43,6.050944449035139e-44,2.0169814830117128e-49
PSZ2 G285.80-26.46,101.4233312,-74.706451,1.555155,6.6442,,,,,1000.0,0.45237625214754024,1.3960331141273092e+22,1.1588893110284898e+45,3.1628437871983677e-49,3.162843787198368e-43,9.488531361595104e-44,3.162843787198368e-49
PSZ2 G285.87-74.93,18.7097337,-41.3820818,3.577142,6.10789,,,,,1000.0,1.0405484285229167,3.211132450421721e+22,1.0214443780130524e+45,2.2906725394645143e-50,2.2906725394645145e-44,6.872017618393543e-45,2.2906725394645143e-50
PSZ2 G286.28-38.36,59.8144283,-72.0876203,1.702152,8.03574,,,,,1000.0,0.49513594615677536,1.5279895298398088e+22,1.5414048695125554e+45,3.2083263404489792e-49,3.2083263404489794e-43,9.624979021346938e-44,3.2083263404489792e-49
